image_id,captions,clip_score
1011572216.jpg,bride and groom walking side by side out of focus on pathway next to brick building . A beautiful bride walking on a sidewalk with her new husband . A recently married couple pose for the camera . A groom and bride are standing arm in arm . A couple getting married .,0.8478613197803497
1012150929.jpg,A little boy plays with a Nintendo GameCube controller inside a McDonald 's . A young boy plays a video game in a McDonald 's restaurant . A young boy plays with a GameCube kiosk at McDonald 's . A little boy playing GameCube at a McDonald 's . A little kid playing GameCube at McDonald 's .,1.1283023655414581
101262930.jpg,"Two asian or spanish people , a woman and a man , sitting together in front of a glass window as cars pass . A man in sunglasses puts his arm around a woman in a black and white blouse . A man in sunglasses puts his arm around a woman . A man and woman pose in front of some traffic . An Asian couple sitting on the bench .",0.9718939661979675
1015118661.jpg,Smiling boy in white shirt and blue jeans in front of rock wall with man in overalls behind him . A little boy is standing on the street while a man in overalls is working on a stone wall . A young child is walking on a stone paved street with a metal pole and a man behind him . A boy smiles in front of a stony wall in a city . A young boy runs aross the street .,1.1657243221998215
101669240.jpg,A person wearing skis looking at framed pictures set up in the snow . A man in a hat is displaying pictures next to a skier in a blue hat . A man skis past another man displaying paintings in the snow . A skier looks at framed pictures in the snow next to trees . Man on skis looking at artwork for sale in the snow,1.0428069531917572
1016887272.jpg,Several climbers in a row are climbing the rock while the man in red watches and holds the line . Seven climbers are ascending a rock face whilst another man stands holding the rope . A group of people are rock climbing on a rock climbing wall . A group of people climbing a rock while one man belays A collage of one person climbing a cliff .,1.0042652487754822
104285082.jpg,A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on . An older man with gray hair is sitting in a chair playing a large instrument made of bamboo . Gray-haired man in dress shirt plays the bassoon while reading sheet music from a stand A gray-haired man sitting in a chair playing a wind instrument among other musicians . A man playing a musical instrument .,0.9285363554954529
1053116826.jpg,"Two little children , one boy and one girl , laugh as they sit on the grass . A little boy and a girl sitting down in the grass having fun . A young boy and a young girl sitting in the grass laughing . Two children smiling and sitting on grass . Two kids are laughing in the grass .",0.9618739038705826
1066831905.jpg,Elderly man with cane bends down to look at some plants and is steadied from behind . A man and a woman are standing behind an elderly man who is looking at a bush . A man holds up an older man as the older man bends down to check out plants . An older man in a white short-sleeve shirt admiring a bush . Elderly man with a cane bends over near a man and woman .,1.0889805108308792
1089755335.jpg,A woman stands with children on a boardwalk at night overlooking the sea . Woman with three children fishing over boardwalk in the evening . A woman and three children stand on a deck with a fishing pole . Some people on a pier at night with one girl fishing off it . A mother and children is fishing on a boardwalk at night .,1.1753921210765839
1097710887.jpg,"A very young girl playing with a bubble-blowing wand , holding a bottle of bubble solution and walking through a park or field . A little girl with brown hair is blowing the petals off of a flower . A small girl in a dress blows bubbles in a grassy field . A little girl is blowing bubbles in a field . A little girl blowing bubbles .",1.0267334431409836
1112334131.jpg,A kid wearing a Gap hat looks into the camera with a funny face and ice cream cone in his hand while a woman looks on from behind him . A woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face . A lady and a boy who is having ice cream are sitting together . A child finishing an ice cream cone mugs for the camera . A boy in a Gap hat is making a silly face .,0.9963679313659668
1117972841.jpg,A brown dog is running in the sand . A brown dog playing in the sand . A dog running fast in the sand . A brown dog plays at the beach . A dog is standing in the sand .,0.9739913791418076
1138784872.jpg,A small child in green clothing walks past a store opening and a woman in pink pants . The child in the green one piece suit is walking past a store window . A young boy is walking in front of some stores A girl in green walks down a city street . A small child walks down a sidewalk .,1.084752380847931
11551286.jpg,A little toddler boy is crying while walking . A dark-haired little boy is very upset . A baby boy in overalls is crying . A little boy in overalls crying . A barefoot boy is crying .,0.8668220043182373
1157215900.jpg,"A woman in an outdoor marketplace , wearing a large cone shaped hat , standing behind two large baskets containing loaves of bread . A woman in a hat is either selling or buying bread that is stacked in two different woven baskets . An older person sits on the street to sell their bread . A person is sitting behind two large baskets of bread . An older asian woman displaying bread for sale",1.0388244688510895
1160441615.jpg,Three girls are walking across a bridge covered with wood and surrounded by trees . Three girls walk under an arbor on a path surrounded by trees . Three women walk through a plant covered atrium hallway . Three girls walking along an arched garden pathway . Three women walking through a tunnel in a park .,1.018923670053482
116409198.jpg,A mountaineer sits in the snow in front of a yellow tent under clear blue sky . Person wearing a hooded jacket sitting on snow in front of a yellow tent . Young man in hooded jacket sitting on snow in mountain area . A man sitting near a tent in the snow and ice . A man eats near a tent in the snow .,1.029847115278244
1181708011.jpg,"A woman in a green tank top looking at a drill while a crowd looks on . a woman using a power drill in front of a group of people . A woman uses a drill while another man takes her picture . A woman , in a teal tank top , holding a power drill . Spectators about to watch a woman use a drill .",1.1442545801401138
118854260.jpg,A blond woman wearing glasses and a gray sweatshirt is cutting something with scissors . A woman wearing glasses is trimming her nails with a pair of scissors . A woman with dirty blond-hair and glasses is cutting something . A blond woman in a gray sweatshirt is cutting with scissors . A woman cutting construction paper for a detailed project .,0.9752331674098969
118939364.jpg,Redhead woman in pigtails and glasses sewing on a sewing machine . A woman in a brown sweater is sewing on her machine . A woman with glasses uses a sewing machine . The woman in the brown sweater is sewing . A woman using a sewing machine .,0.9243510663509369
1196746186.jpg,"A woman in a jacket walks on the beach in someone 's footprints while holding her shoes in her hands . A person is walking along the beach , making footprints while holding their shoes . A child hold green shoes is walking in the sand by the water . A woman carrying shoes is walking barefoot on the beach . A woman walks in the sand as she carries her shoes .",0.8765197545289993
1196886054.jpg,"A group of people , a wedding party including a bride and groom , are walking down a path lined by benches and surrounded by grass and trees . Several members of a wedding party , including the bride , are walking past a lamp and some park benches . A bride and a groom walk down a sidewalk with other guests surrounding them . The people are following the Bride and the Groom at a wedding . A wedding day with the bride in a bright white beautiful dress",0.9844592958688736
122301379.jpg,Two men wearing khaki pants are looking at a tree that has just been felled by a saw . Two men are in the woods cutting down trees with a chainsaw . Two men with a chainsaw fell trees in a leafless forest . Two men in the woods using a chainsaw to cut some trees . Two men are standing in a forest with trees cut down .,0.9129402786493301
123101580.jpg,"Two girls are playing soccer and one is wearing a white shirt with green shorts showing the number 4 , while the other girl is wearing a red and white shirt . Two teenage girls , one wearing a white jersey and the other wearing a red jersey , playing soccer . Two girls fight for the soccer ball while playing soccer on the grass . Two girls on separate teams fighting for a soccer ball . Two female soccer players compete for the ball .",1.0171452164649963
1234206849.jpg,"Two women donning hats adorned with flowers pose for a picture . There are two older ladies in straw hats covered in flowers . Two well-dressed , elderly ladies wearing extravagant hats . Two women in hats decorated with flowers and fruit smile . Two women wearing hats covered in flowers are posing .",1.1032851785421371
1235099089.jpg,A young girl in dark shorts and a blue tank top runs on the grass near an orange cone and tape . A young lady wearing blue and black is running past an orange cone . A young woman running by an orange ribbon . A young girl running by herself in a park . A girl in a blue tank top winning a race .,0.9690298140048981
1235455146.jpg,"An asian family is picnicking at the beach while others play in the water . A family sits at the beach while swimmers can be seen in the background . Two women , a man and a small child picnic on a busy beach . A group of people are sitting on the beach with a cooler . family sits on beach with a blue cooler .",0.9043803811073303
123997871.jpg,The woman lacrosse player in blue is about to catch the ball . These girls are in uniforms and are playing field hockey . Several female lacrosse players are going after a ball . Girls wearing sports uniforms and eye protection . Women play lacrosse .,0.9869575500488281
1246863003.jpg,"Three chefs , wearing white hats and black aprons , are preparing food in a crowded kitchen . Three men work quickly preparing food in the kitchen of an upper-class Chinese restaurant . Workers prepare the restaurant for hungry customers . Three men are preparing food in a kitchen setting . Three men are cooking in a large kitchen .",0.8896955847740173
125635185.jpg,"Three children are playing outdoors , two of them on a metal barrel swing . Two children swing in dusty rooftop from a swing made from a steel drum . Two children are playing on a makeshift barrel swing . Two children play on a barrel turned swing . A boy and a girl swinging on a barrel .",0.9698496013879776
1260816604.jpg,"A person in a red car , with a bridge in the background . The lady in the red car is crossing the bridge . A person waits inside a red compact car . A red car driving over a bridge . A person drives in a red car .",1.1576056480407715
128395402.jpg,A woman on a blue bike with a pink helmet rides by a public fountain as the sun rises over an urban area . A woman is riding her bike past a water fountain display . A woman in a light blue jacket is riding a bike . A woman is riding a bicycle on the pavement . A girl rides a bike down a city sidewalk .,1.0312306880950928
1285874746.jpg,"The back of a lady wearing a blue halter top is shown , a crowd in the distance . A dark-skinned woman in a blue dress is standing near a crowd . A girl in a blue dress walks through a crowd of people . a african-american woman stands in the crowd . A woman in a blue dress stands in a crowd .",1.0997485369443893
1286805224.jpg,A pretty asian girl smiles from a window next to a neon takeout sign . A woman is smiling out of a window next to a takeout sign . Woman inside of a food truck smiles out of the window . A woman standing at the counter of a takeout window . Asian cashier lady smiling .,0.9461580961942673
1288909046.jpg,"A dog takes a leap of faith as he jumps into a pool to grab an orange toy . A brown , fluffy dog jumping into a swimming pool after a red toy . a brown dog is leaping into a garden swimming pool . A dog jumps into a swimming pool after a toy . A brown dog leaps into a swimming pool .",0.9644754230976105
1295719054.jpg,A child in a black cape is being chased by other children . School children running through the play yard . Four young boys are running down a sidewalk . Four boys run down a stone paved sidewalk . Kids running to the playground .,0.9987831115722656
129662899.jpg,"A man with sunglasses , a red hat and peach coveralls stands next to a large rope wound around a large spool . Man with his hat on backwards wearing an orange suit with his hand on a spindle with large rope . A man in an orange jumpsuit rests a hand on a very large reel of thick rope . A man in a jumpsuit and hat tends to a large spool of rope . One man is rolling in an anchor for a boat .",0.9948671609163284
1303727066.jpg,A dark-haired bearded man wearing a turquoise shirt with a yellow peace sign on it . The T-shirt worn by the man has a bright orange peace symbol on the back . A smiling bearded man wears a shirt with an orange peace sign A man with a peace sign shirt stops to look at something . A man wearing a peace sign on his shirt smiles .,0.7202264666557312
1313961775.jpg,A young girl floats on her back in water and peers over her life jacket . a young girl wearing a bulky red life jacket floating in a lake . The little girl is wearing a floating device in the water . A girl wearing a life vest floats in water . A girl floating wearing a life vest .,1.0471797734498978
1329832826.jpg,"This is a picture of a Broadway Rite Aid Pharmacy that has a bright neon sign and people are prepared to cross the street in front of it . People stand on a street corner at dusk , with a pharmacy in the background . People waiting to cross the street in front of a pharmacy with lit up sign . Some people look to cross the street in front of a drug store . People stand outside of the Rite Aid pharmacy on Broadway .",1.0985095798969269
1330645772.jpg,A black dog is running across a low cut field nearby an area of trees . A large black and white dog is running through a grassy field . A black and white dog is running in the grass . a black dog runs through a field . A dog runs in a field .,1.0135926306247711
135444196.jpg,"An African American in a red top and white and brown skirt crosses a street while a man in a blue shirt runs on it . A woman wearing a pink white and orange dress with braids in her hair walking down a busy street . A dark-skinned woman , wearing a pink top and brown and white skirt , is crossing the street . A woman walking in a street with a young boy in front of her , and a running man behind her . Woman in red white and brown dress walking down a busy street .",1.0153649747371674
137444466.jpg,A night street scene with a line of people waiting for something in a dome . People socialize at the center of town during the evening . People in a courtyard plaza are sitting and standing . A large crowd gathers for a night in the city . People standing in a long line .,0.9596377611160278
137444523.jpg,A man in a green shirt and backpack is standing under cover along with a woman behind him taking a picture . A young man wearing a green T-shirt and a backpack is waiting with some other people for transportation . A man in a bright green flux shirt walks along a crowded sidewalk under metal scaffolding at night . A man in a lime green shirt waits for the subway while a woman films using her phone . A girl in the background takes a picture as many people busily walk by .,1.0772304236888885
1378557186.jpg,"The man is aiming to shoot something while his dog watches . A man aiming a rifle with a dog standing beside him . Man aiming a rifle with his dog at his side . A man shoots a rifle while a dog looks on . A man , a gun , and a dog .",0.9426027536392212
1387014885.jpg,A man wearing a brown t-shirt is talking to a woman wearing a flowered tank top at an outdoor music concert . A crowd is gathered for some event while a woman in a flowered blouse talks with a man in a brown t-shirt . A man in a brown shirt standing in the crowd at an outdoor concert . A man and a woman at an outing talking to each other . A couple are speaking at an event on 09-09-2007 .,1.1286866664886475
1389264266.jpg,"Two girls facing each other one has a skull face bag wearing a red and black shirt , the other is wearing a beaded belt . A girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her . Two girls wearing goth trendy clothing while one looks back at the camera . Two young girls wearing goth clothes . Two girls walking down the street .",0.981614962220192
1406296515.jpg,"Many people are sitting outside the leaning tower of Piza , one girl dressed in green is facing the camera and eating a sandwich . A woman is laying in the grass eating something outside the leaning tower of pizza . A girl lays in the grass in front of the Leaning Tower of Pisa in Italy . A woman laying down in the grass in front of the leaning tower of Pisa . A woman enjoying a meal at the leaning tower of pisa .",0.9808123111724854
140774394.jpg,"A man wearing a green shirt and an orange safety hat works on mechanical equipment inside a fenced area , while a group of people walk on a lawn behind him . A man wearing safety gear operates a machine with tents on the background . Man demonstrating an industrial saw at a fair . a man works outdoors with some machinery A man is milling wood at a festival .",1.0899033397436142
1408958345.jpg,A little girl in a flower swimsuit running across the beach with waves in the background . a little girl in a flowered bathingsuit runs through the sand at the beach A girl smiles as she runs across the white sandy beach in her swimsuit . There is a little girl running on the beach . The young girl is running on a sandy beach .,1.0302309691905975
141203926.jpg,"A young woman dressed in a black shirt and apron , viewing a piece of machinery . A dark-haired woman in a black shirt is looking at a silver machine . A woman in an apron is standing in a kitchen , looking confused . A woman in a apron is working in a cafe . A woman wearing an apron is working .",0.8547396957874298
1417941060.jpg,An infant sitting on a cot reaching over to touch the face of an older boy . A boy who seems ill is being touched in the face by a toddler . A baby touches the man 's face while he is lying down . A little baby holds the head of his older brother A baby plays with a young boys face .,0.8754562586545944
141841337.jpg,"A man wearing a gray hooded sweatshirt , blue jeans , and white and gray socks is putting his foot on top of his head . A boy in a gray sweatshirt is laughing while someone helps him put his foot over his head . A woman is grabbing a guy 's foot and putting it behind his head . A man in a gray sweatshirt is bending his leg over his head . A woman is putting a man 's foot above his head .",0.9534040093421936
1423997242.jpg,A man enjoys a peaceful solitary moment while camping . A man with a backpack takes a rest in the tall grass . A man sits on a field near a backpack . a man relaxes with his backpack . A hiker resting in a field .,0.9585054963827133
